File Path,File Name,Label
data/In-the-wild/flac/0.flac,0,spoof
data/In-the-wild/flac/1.flac,1,spoof
data/In-the-wild/flac/2.flac,2,spoof
data/In-the-wild/flac/3.flac,3,spoof
data/In-the-wild/flac/4.flac,4,bonafide
data/In-the-wild/flac/5.flac,5,bonafide
data/In-the-wild/flac/6.flac,6,spoof
data/In-the-wild/flac/7.flac,7,bonafide
data/In-the-wild/flac/8.flac,8,bonafide
data/In-the-wild/flac/9.flac,9,bonafide
data/In-the-wild/flac/10.flac,10,spoof
data/In-the-wild/flac/11.flac,11,bonafide
data/In-the-wild/flac/12.flac,12,bonafide
data/In-the-wild/flac/13.flac,13,spoof
data/In-the-wild/flac/14.flac,14,bonafide
data/In-the-wild/flac/15.flac,15,spoof
data/In-the-wild/flac/16.flac,16,spoof
data/In-the-wild/flac/17.flac,17,spoof
data/In-the-wild/flac/18.flac,18,bonafide
data/In-the-wild/flac/19.flac,19,spoof
data/In-the-wild/flac/20.flac,20,bonafide
data/In-the-wild/flac/21.flac,21,spoof
data/In-the-wild/flac/22.flac,22,bonafide
data/In-the-wild/flac/23.flac,23,bonafide
data/In-the-wild/flac/24.flac,24,spoof
data/In-the-wild/flac/25.flac,25,spoof
data/In-the-wild/flac/26.flac,26,bonafide
data/In-the-wild/flac/27.flac,27,bonafide
data/In-the-wild/flac/28.flac,28,bonafide
data/In-the-wild/flac/29.flac,29,bonafide
data/In-the-wild/flac/30.flac,30,bonafide
data/In-the-wild/flac/31.flac,31,spoof
data/In-the-wild/flac/32.flac,32,spoof
data/In-the-wild/flac/33.flac,33,bonafide
data/In-the-wild/flac/34.flac,34,spoof
data/In-the-wild/flac/35.flac,35,spoof
data/In-the-wild/flac/36.flac,36,bonafide
data/In-the-wild/flac/37.flac,37,bonafide
data/In-the-wild/flac/38.flac,38,bonafide
data/In-the-wild/flac/39.flac,39,bonafide
data/In-the-wild/flac/40.flac,40,spoof
data/In-the-wild/flac/41.flac,41,spoof
data/In-the-wild/flac/42.flac,42,spoof
data/In-the-wild/flac/43.flac,43,spoof
data/In-the-wild/flac/44.flac,44,bonafide
data/In-the-wild/flac/45.flac,45,bonafide
data/In-the-wild/flac/46.flac,46,bonafide
data/In-the-wild/flac/47.flac,47,spoof
data/In-the-wild/flac/48.flac,48,bonafide
data/In-the-wild/flac/49.flac,49,bonafide
data/In-the-wild/flac/50.flac,50,spoof
data/In-the-wild/flac/51.flac,51,bonafide
data/In-the-wild/flac/52.flac,52,bonafide
data/In-the-wild/flac/53.flac,53,bonafide
data/In-the-wild/flac/54.flac,54,bonafide
data/In-the-wild/flac/55.flac,55,bonafide
data/In-the-wild/flac/56.flac,56,bonafide
data/In-the-wild/flac/57.flac,57,spoof
data/In-the-wild/flac/58.flac,58,bonafide
data/In-the-wild/flac/59.flac,59,spoof
data/In-the-wild/flac/60.flac,60,spoof
data/In-the-wild/flac/61.flac,61,spoof
data/In-the-wild/flac/62.flac,62,spoof
data/In-the-wild/flac/63.flac,63,spoof
data/In-the-wild/flac/64.flac,64,bonafide
data/In-the-wild/flac/65.flac,65,spoof
data/In-the-wild/flac/66.flac,66,bonafide
data/In-the-wild/flac/67.flac,67,bonafide
data/In-the-wild/flac/68.flac,68,spoof
data/In-the-wild/flac/69.flac,69,spoof
data/In-the-wild/flac/70.flac,70,bonafide
data/In-the-wild/flac/71.flac,71,bonafide
data/In-the-wild/flac/72.flac,72,bonafide
data/In-the-wild/flac/73.flac,73,bonafide
data/In-the-wild/flac/74.flac,74,bonafide
data/In-the-wild/flac/75.flac,75,bonafide
data/In-the-wild/flac/76.flac,76,spoof
data/In-the-wild/flac/77.flac,77,bonafide
data/In-the-wild/flac/78.flac,78,bonafide
data/In-the-wild/flac/79.flac,79,spoof
data/In-the-wild/flac/80.flac,80,bonafide
data/In-the-wild/flac/81.flac,81,spoof
data/In-the-wild/flac/82.flac,82,bonafide
data/In-the-wild/flac/83.flac,83,bonafide
data/In-the-wild/flac/84.flac,84,bonafide
data/In-the-wild/flac/85.flac,85,bonafide
data/In-the-wild/flac/86.flac,86,bonafide
data/In-the-wild/flac/87.flac,87,bonafide
data/In-the-wild/flac/88.flac,88,bonafide
data/In-the-wild/flac/89.flac,89,bonafide
data/In-the-wild/flac/90.flac,90,bonafide
data/In-the-wild/flac/91.flac,91,spoof
data/In-the-wild/flac/92.flac,92,spoof
data/In-the-wild/flac/93.flac,93,bonafide
data/In-the-wild/flac/94.flac,94,bonafide
data/In-the-wild/flac/95.flac,95,bonafide
data/In-the-wild/flac/96.flac,96,bonafide
data/In-the-wild/flac/97.flac,97,bonafide
data/In-the-wild/flac/98.flac,98,bonafide
data/In-the-wild/flac/99.flac,99,bonafide
data/In-the-wild/flac/100.flac,100,bonafide
data/In-the-wild/flac/101.flac,101,spoof
data/In-the-wild/flac/102.flac,102,bonafide
data/In-the-wild/flac/103.flac,103,spoof
data/In-the-wild/flac/104.flac,104,bonafide
data/In-the-wild/flac/105.flac,105,bonafide
data/In-the-wild/flac/106.flac,106,bonafide
data/In-the-wild/flac/107.flac,107,spoof
data/In-the-wild/flac/108.flac,108,bonafide
data/In-the-wild/flac/109.flac,109,bonafide
data/In-the-wild/flac/110.flac,110,spoof
data/In-the-wild/flac/111.flac,111,bonafide
data/In-the-wild/flac/112.flac,112,bonafide
data/In-the-wild/flac/113.flac,113,bonafide
data/In-the-wild/flac/114.flac,114,spoof
data/In-the-wild/flac/115.flac,115,bonafide
data/In-the-wild/flac/116.flac,116,spoof
data/In-the-wild/flac/117.flac,117,spoof
data/In-the-wild/flac/118.flac,118,spoof
data/In-the-wild/flac/119.flac,119,bonafide
data/In-the-wild/flac/120.flac,120,bonafide
data/In-the-wild/flac/121.flac,121,bonafide
data/In-the-wild/flac/122.flac,122,spoof
data/In-the-wild/flac/123.flac,123,bonafide
data/In-the-wild/flac/124.flac,124,bonafide
data/In-the-wild/flac/125.flac,125,bonafide
data/In-the-wild/flac/126.flac,126,spoof
data/In-the-wild/flac/127.flac,127,spoof
data/In-the-wild/flac/128.flac,128,spoof
data/In-the-wild/flac/129.flac,129,bonafide
data/In-the-wild/flac/130.flac,130,bonafide
data/In-the-wild/flac/131.flac,131,bonafide
data/In-the-wild/flac/132.flac,132,spoof
data/In-the-wild/flac/133.flac,133,bonafide
data/In-the-wild/flac/134.flac,134,bonafide
data/In-the-wild/flac/135.flac,135,spoof
data/In-the-wild/flac/136.flac,136,spoof
data/In-the-wild/flac/137.flac,137,bonafide
data/In-the-wild/flac/138.flac,138,spoof
data/In-the-wild/flac/139.flac,139,spoof
data/In-the-wild/flac/140.flac,140,bonafide
data/In-the-wild/flac/141.flac,141,bonafide
data/In-the-wild/flac/142.flac,142,bonafide
data/In-the-wild/flac/143.flac,143,bonafide
data/In-the-wild/flac/144.flac,144,spoof
data/In-the-wild/flac/145.flac,145,bonafide
data/In-the-wild/flac/146.flac,146,spoof
data/In-the-wild/flac/147.flac,147,bonafide
data/In-the-wild/flac/148.flac,148,spoof
data/In-the-wild/flac/149.flac,149,bonafide
data/In-the-wild/flac/150.flac,150,spoof
data/In-the-wild/flac/151.flac,151,bonafide
data/In-the-wild/flac/152.flac,152,bonafide
data/In-the-wild/flac/153.flac,153,spoof
data/In-the-wild/flac/154.flac,154,bonafide
data/In-the-wild/flac/155.flac,155,spoof
data/In-the-wild/flac/156.flac,156,bonafide
data/In-the-wild/flac/157.flac,157,bonafide
data/In-the-wild/flac/158.flac,158,bonafide
data/In-the-wild/flac/159.flac,159,spoof
data/In-the-wild/flac/160.flac,160,bonafide
data/In-the-wild/flac/161.flac,161,bonafide
data/In-the-wild/flac/162.flac,162,bonafide
data/In-the-wild/flac/163.flac,163,spoof
data/In-the-wild/flac/164.flac,164,bonafide
data/In-the-wild/flac/165.flac,165,spoof
data/In-the-wild/flac/166.flac,166,bonafide
data/In-the-wild/flac/167.flac,167,bonafide
data/In-the-wild/flac/168.flac,168,bonafide
data/In-the-wild/flac/169.flac,169,bonafide
data/In-the-wild/flac/170.flac,170,spoof
data/In-the-wild/flac/171.flac,171,bonafide
data/In-the-wild/flac/172.flac,172,spoof
data/In-the-wild/flac/173.flac,173,bonafide
data/In-the-wild/flac/174.flac,174,spoof
data/In-the-wild/flac/175.flac,175,spoof
data/In-the-wild/flac/176.flac,176,bonafide
data/In-the-wild/flac/177.flac,177,bonafide
data/In-the-wild/flac/178.flac,178,bonafide
data/In-the-wild/flac/179.flac,179,spoof
data/In-the-wild/flac/180.flac,180,bonafide
data/In-the-wild/flac/181.flac,181,bonafide
data/In-the-wild/flac/182.flac,182,spoof
data/In-the-wild/flac/183.flac,183,bonafide
data/In-the-wild/flac/184.flac,184,spoof
data/In-the-wild/flac/185.flac,185,bonafide
data/In-the-wild/flac/186.flac,186,spoof
data/In-the-wild/flac/187.flac,187,bonafide
data/In-the-wild/flac/188.flac,188,spoof
data/In-the-wild/flac/189.flac,189,bonafide
data/In-the-wild/flac/190.flac,190,spoof
data/In-the-wild/flac/191.flac,191,spoof
data/In-the-wild/flac/192.flac,192,bonafide
data/In-the-wild/flac/193.flac,193,spoof
data/In-the-wild/flac/194.flac,194,bonafide
data/In-the-wild/flac/195.flac,195,bonafide
data/In-the-wild/flac/196.flac,196,bonafide
data/In-the-wild/flac/197.flac,197,bonafide
data/In-the-wild/flac/198.flac,198,bonafide
data/In-the-wild/flac/199.flac,199,bonafide
data/In-the-wild/flac/200.flac,200,bonafide
data/In-the-wild/flac/201.flac,201,bonafide
data/In-the-wild/flac/202.flac,202,bonafide
data/In-the-wild/flac/203.flac,203,bonafide
data/In-the-wild/flac/204.flac,204,bonafide
data/In-the-wild/flac/205.flac,205,bonafide
data/In-the-wild/flac/206.flac,206,bonafide
data/In-the-wild/flac/207.flac,207,spoof
data/In-the-wild/flac/208.flac,208,bonafide
data/In-the-wild/flac/209.flac,209,spoof
data/In-the-wild/flac/210.flac,210,bonafide
data/In-the-wild/flac/211.flac,211,spoof
data/In-the-wild/flac/212.flac,212,bonafide
data/In-the-wild/flac/213.flac,213,bonafide
data/In-the-wild/flac/214.flac,214,spoof
data/In-the-wild/flac/215.flac,215,spoof
data/In-the-wild/flac/216.flac,216,bonafide
data/In-the-wild/flac/217.flac,217,bonafide
data/In-the-wild/flac/218.flac,218,bonafide
data/In-the-wild/flac/219.flac,219,bonafide
data/In-the-wild/flac/220.flac,220,bonafide
