File Path,File Name,Label
data/Fake-or-Real/for-2sec/for-2seconds/training/fake/file10005.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.falc,file10005.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec,spoof
data/Fake-or-Real/for-2sec/for-2seconds/training/fake/file10007.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.falc,file10007.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec,spoof
data/Fake-or-Real/for-2sec/for-2seconds/training/fake/file10009.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.falc,file10009.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec,spoof
data/Fake-or-Real/for-2sec/for-2seconds/training/fake/file10010.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.falc,file10010.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec,spoof
data/Fake-or-Real/for-2sec/for-2seconds/training/fake/file10015.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.falc,file10015.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec,spoof
data/Fake-or-Real/for-2sec/for-2seconds/training/fake/file10018.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.falc,file10018.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec,spoof
data/Fake-or-Real/for-2sec/for-2seconds/training/fake/file10022.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.falc,file10022.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec,spoof
data/Fake-or-Real/for-2sec/for-2seconds/training/fake/file10031.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.falc,file10031.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec,spoof
data/Fake-or-Real/for-2sec/for-2seconds/training/fake/file10044.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.falc,file10044.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec,spoof
data/Fake-or-Real/for-2sec/for-2seconds/training/fake/file10047.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.falc,file10047.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec,spoof
data/Fake-or-Real/for-2sec/for-2seconds/training/fake/file10052.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.falc,file10052.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec,spoof
data/Fake-or-Real/for-2sec/for-2seconds/training/fake/file10058.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.falc,file10058.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec,spoof
data/Fake-or-Real/for-2sec/for-2seconds/training/fake/file10062.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.falc,file10062.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec,spoof
data/Fake-or-Real/for-2sec/for-2seconds/training/fake/file1007.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.falc,file1007.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec,spoof
data/Fake-or-Real/for-2sec/for-2seconds/training/fake/file10097.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.falc,file10097.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec,spoof
data/Fake-or-Real/for-2sec/for-2seconds/training/fake/file1010.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.falc,file1010.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec,spoof
data/Fake-or-Real/for-2sec/for-2seconds/training/fake/file10106.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.falc,file10106.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec,spoof
data/Fake-or-Real/for-2sec/for-2seconds/training/fake/file10110.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.falc,file10110.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec,spoof
data/Fake-or-Real/for-2sec/for-2seconds/training/fake/file10114.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.falc,file10114.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec,spoof
data/Fake-or-Real/for-2sec/for-2seconds/training/fake/file10115.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.falc,file10115.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec,spoof
