File Path,File Name,Label
data/Fake-or-Real/for-original/for-original/training/real/file1.falc,file1,bonafide
data/Fake-or-Real/for-original/for-original/training/real/file10.falc,file10,bonafide
data/Fake-or-Real/for-original/for-original/training/real/file100.falc,file100,bonafide
data/Fake-or-Real/for-original/for-original/training/real/file1000.falc,file1000,bonafide
data/Fake-or-Real/for-original/for-original/training/real/file10000.falc,file10000,bonafide
data/Fake-or-Real/for-original/for-original/training/real/file10001.falc,file10001,bonafide
data/Fake-or-Real/for-original/for-original/training/real/file10002.falc,file10002,bonafide
data/Fake-or-Real/for-original/for-original/training/real/file10003.falc,file10003,bonafide
data/Fake-or-Real/for-original/for-original/training/real/file10005.falc,file10005,bonafide
data/Fake-or-Real/for-original/for-original/training/real/file10006.falc,file10006,bonafide
data/Fake-or-Real/for-original/for-original/training/real/file10007.falc,file10007,bonafide
data/Fake-or-Real/for-original/for-original/training/real/file10008.falc,file10008,bonafide
data/Fake-or-Real/for-original/for-original/training/real/file10009.falc,file10009,bonafide
data/Fake-or-Real/for-original/for-original/training/real/file10010.falc,file10010,bonafide
data/Fake-or-Real/for-original/for-original/training/real/file10012.falc,file10012,bonafide
data/Fake-or-Real/for-original/for-original/training/real/file10013.falc,file10013,bonafide
data/Fake-or-Real/for-original/for-original/training/real/file10015.falc,file10015,bonafide
data/Fake-or-Real/for-original/for-original/training/real/file10017.falc,file10017,bonafide
data/Fake-or-Real/for-original/for-original/training/real/file10018.falc,file10018,bonafide
data/Fake-or-Real/for-original/for-original/training/real/file10019.falc,file10019,bonafide
data/Fake-or-Real/for-original/for-original/training/real/file10020.falc,file10020,bonafide
data/Fake-or-Real/for-original/for-original/training/real/file10021.falc,file10021,bonafide
data/Fake-or-Real/for-original/for-original/training/real/file10023.falc,file10023,bonafide
data/Fake-or-Real/for-original/for-original/training/real/file10024.falc,file10024,bonafide
data/Fake-or-Real/for-original/for-original/training/real/file10025.falc,file10025,bonafide
data/Fake-or-Real/for-original/for-original/training/real/file10026.falc,file10026,bonafide
data/Fake-or-Real/for-original/for-original/training/real/file10027.falc,file10027,bonafide
data/Fake-or-Real/for-original/for-original/training/real/file10028.falc,file10028,bonafide
